CustomerID,Recency,Frequency,Monetary,Quantity,StockCode,Country,AverageOrderValue,TotalPurchases,Cluster,Segment
C10418,147,2,15989.53,31,7,United Kingdom,7994.765,2,1,At-Risk Customers
C10419,73,4,28844.24,35,9,EIRE,7211.06,4,3,Champions
C10420,234,1,6890.21,11,2,United Kingdom,6890.21,1,1,At-Risk Customers
C10421,191,1,8080.17,9,3,United Kingdom,8080.17,1,1,At-Risk Customers
C10422,42,3,20290.09,29,8,India,6763.363333333334,3,3,Champions
C10423,234,3,8149.86,14,5,United Kingdom,2716.62,3,1,At-Risk Customers
C10424,194,2,11861.48,8,3,India,5930.74,2,1,At-Risk Customers
C10425,47,1,2193.06,3,1,United Kingdom,2193.06,1,2,Inactive / Lost
C10426,79,2,5443.17,4,4,United Kingdom,2721.585,2,1,At-Risk Customers
C10428,235,1,1335.7,4,2,United Kingdom,1335.7,1,2,Inactive / Lost
C10429,26,2,2981.63,7,3,Germany,1490.815,2,0,Potential Loyalists
C10430,83,2,2529.79,6,3,France,1264.895,2,2,Inactive / Lost
C10431,280,1,1401.3899999999999,6,2,United Kingdom,1401.3899999999999,1,2,Inactive / Lost
C10432,239,1,2653.7200000000003,4,2,United Kingdom,2653.7200000000003,1,2,Inactive / Lost
C10433,131,2,3511.71,3,2,United Kingdom,1755.855,2,1,At-Risk Customers
C10435,70,3,28948.01,40,7,United Kingdom,9649.336666666666,3,3,Champions
C10436,115,1,2705.15,9,2,United Kingdom,2705.15,1,2,Inactive / Lost
C10437,264,3,23879.510000000002,75,11,United Kingdom,7959.836666666667,3,3,Champions
C10438,50,3,5964.57,11,4,EIRE,1988.1899999999998,3,3,Champions
C10439,273,2,9436.18,20,6,United Kingdom,4718.09,2,1,At-Risk Customers
C10440,50,3,7407.2,19,8,France,2469.0666666666666,3,3,Champions
C10441,198,1,5264.360000000001,8,2,India,5264.360000000001,1,2,Inactive / Lost
C10442,103,2,12402.699999999999,14,8,Canada,6201.349999999999,2,1,At-Risk Customers
C10445,57,4,16807.61,35,8,Netherlands,4201.9025,4,3,Champions
C10446,37,2,4272.34,16,3,India,2136.17,2,0,Potential Loyalists
C10447,48,2,18954.88,28,9,Germany,9477.44,2,3,Champions
C10448,133,1,2683.44,4,1,United Kingdom,2683.44,1,2,Inactive / Lost
C10449,82,3,11574.48,23,7,EIRE,3858.16,3,3,Champions
C10450,117,1,19304.76,10,2,United Kingdom,19304.76,1,1,At-Risk Customers
C10451,98,1,4074.1200000000003,5,2,Netherlands,4074.1200000000003,1,2,Inactive / Lost
C10452,98,3,22883.69,27,8,Germany,7627.8966666666665,3,3,Champions
C10453,2,1,3194.5200000000004,10,4,United Kingdom,3194.5200000000004,1,0,Potential Loyalists
C10454,201,3,16295.23,16,7,United Kingdom,5431.743333333333,3,3,Champions
C10455,144,2,29133.94,36,8,United Kingdom,14566.97,2,1,At-Risk Customers
C10456,210,2,5270.35,9,3,India,2635.175,2,1,At-Risk Customers
C10457,147,2,14537.21,18,6,Germany,7268.605,2,1,At-Risk Customers
C10458,90,3,15325.02,29,6,United Kingdom,5108.34,3,3,Champions
C10460,5,7,31889.95,43,14,United Kingdom,4555.707142857143,7,3,Champions
C10461,28,4,22851.14,33,9,United Kingdom,5712.785,4,3,Champions
C10462,173,2,11541.15,17,8,United Kingdom,5770.575,2,1,At-Risk Customers
C10464,254,1,559.92,1,1,United Kingdom,559.92,1,2,Inactive / Lost
C10465,251,1,6530.26,13,5,United Kingdom,6530.26,1,1,At-Risk Customers
C10466,47,2,7289.400000000001,9,4,United Kingdom,3644.7000000000003,2,0,Potential Loyalists
C10467,34,1,533.46,1,1,United Kingdom,533.46,1,2,Inactive / Lost
C10468,28,4,18005.9,23,10,India,4501.475,4,3,Champions
C10469,152,3,25102.22,37,12,India,8367.406666666668,3,3,Champions
C10470,58,2,5281.51,10,4,United Kingdom,2640.755,2,1,At-Risk Customers
C10472,100,3,31476.42,28,9,United Kingdom,10492.14,3,3,Champions
C10473,1,2,15412.0,14,5,United Kingdom,7706.0,2,0,Potential Loyalists
C10474,47,3,30190.92,30,9,United Kingdom,10063.64,3,3,Champions
C10475,228,2,30997.710000000003,22,7,United Kingdom,15498.855000000001,2,1,At-Risk Customers
C10476,302,1,4404.07,3,2,Spain,4404.07,1,2,Inactive / Lost
C10477,197,1,817.29,2,2,India,817.29,1,2,Inactive / Lost
C10478,324,1,789.9300000000001,3,1,India,789.9300000000001,1,2,Inactive / Lost
C10479,7,1,2112.17,5,3,EIRE,2112.17,1,0,Potential Loyalists
C10481,181,3,25663.0,27,7,United Kingdom,8554.333333333334,3,3,Champions
C10482,73,1,4036.01,7,3,United Kingdom,4036.01,1,2,Inactive / Lost
C10483,145,1,1770.87,3,2,United Kingdom,1770.87,1,2,Inactive / Lost
C10485,131,5,53912.82,45,9,EIRE,10782.564,5,3,Champions
C10486,117,2,5792.469999999999,15,6,Australia,2896.2349999999997,2,1,At-Risk Customers
C10488,73,2,8142.42,20,5,Germany,4071.21,2,1,At-Risk Customers
C10489,84,2,73697.70999999999,89,7,United Kingdom,36848.854999999996,2,3,Champions
C10490,323,1,1315.92,6,1,India,1315.92,1,2,Inactive / Lost
C10491,126,3,5913.38,6,5,United Kingdom,1971.1266666666668,3,1,At-Risk Customers
C10492,116,2,7612.15,17,4,United Kingdom,3806.075,2,1,At-Risk Customers
C10493,208,2,19450.370000000003,25,7,United Kingdom,9725.185000000001,2,1,At-Risk Customers
C10494,28,3,7955.540000000001,23,6,United Kingdom,2651.846666666667,3,3,Champions
C10495,116,1,11123.48,8,4,United Kingdom,11123.48,1,1,At-Risk Customers
C10496,1,3,32267.01,37,7,India,10755.67,3,0,Potential Loyalists
C10497,17,2,921.8799999999999,2,2,United Kingdom,460.93999999999994,2,0,Potential Loyalists
C10500,24,3,10223.95,21,9,United Kingdom,3407.9833333333336,3,3,Champions
C10501,31,3,12533.15,18,9,India,4177.716666666666,3,3,Champions
C10502,113,1,32646.529999999995,30,6,United Kingdom,32646.529999999995,1,1,At-Risk Customers
C10503,54,2,28211.04,16,3,United Kingdom,14105.52,2,3,Champions
C10504,78,2,16255.410000000002,28,8,United Kingdom,8127.705000000001,2,1,At-Risk Customers
C10505,54,1,12221.84,7,3,United Kingdom,12221.84,1,1,At-Risk Customers
C10507,122,2,22423.809999999998,25,8,United Kingdom,11211.904999999999,2,1,At-Risk Customers
C10508,62,2,10291.05,15,4,United Kingdom,5145.525,2,1,At-Risk Customers
C10509,98,4,11664.34,24,8,United Kingdom,2916.085,4,3,Champions
C10510,200,1,5071.72,5,2,United Kingdom,5071.72,1,2,Inactive / Lost
C10511,239,1,6001.27,11,5,United Kingdom,6001.27,1,1,At-Risk Customers
C10512,110,1,4634.0,10,1,United Kingdom,4634.0,1,2,Inactive / Lost
C10514,276,1,8815.22,16,4,United Kingdom,8815.22,1,1,At-Risk Customers
C10515,110,2,3096.3300000000004,6,3,Germany,1548.1650000000002,2,2,Inactive / Lost
C10516,31,1,216.04,1,1,EIRE,216.04,1,2,Inactive / Lost
C10517,254,1,3565.58,11,4,United Kingdom,3565.58,1,2,Inactive / Lost
C10518,156,2,12829.86,18,8,United Kingdom,6414.93,2,1,At-Risk Customers
C10520,152,2,4788.7,15,3,United Kingdom,2394.35,2,1,At-Risk Customers
C10521,72,2,12498.7,16,7,Singapore,6249.35,2,1,At-Risk Customers
C10522,50,2,8018.3,11,4,United Kingdom,4009.15,2,1,At-Risk Customers
C10523,47,1,17657.199999999997,9,3,India,17657.199999999997,1,1,At-Risk Customers
C10524,213,2,9991.27,10,4,France,4995.635,2,1,At-Risk Customers
C10526,199,1,2350.45,6,3,Germany,2350.45,1,2,Inactive / Lost
C10527,231,1,747.97,1,1,Portugal,747.97,1,2,Inactive / Lost
C10529,140,1,2239.62,4,2,United Kingdom,2239.62,1,2,Inactive / Lost
C10530,259,2,18288.06,15,3,United Kingdom,9144.03,2,1,At-Risk Customers
C10532,155,2,3589.09,7,4,India,1794.545,2,1,At-Risk Customers
C10533,206,3,11163.15,18,7,United Kingdom,3721.0499999999997,3,1,At-Risk Customers
C10536,55,4,19187.03,38,10,Germany,4796.7575,4,3,Champions
C10537,124,2,8988.49,15,7,United Kingdom,4494.245,2,1,At-Risk Customers
C10538,92,3,20217.36,15,8,India,6739.12,3,3,Champions
C10539,138,3,16901.510000000002,21,9,Germany,5633.836666666667,3,3,Champions
C10540,134,1,16518.72,18,8,United Kingdom,16518.72,1,1,At-Risk Customers
C10541,184,1,2875.29,3,2,France,2875.29,1,2,Inactive / Lost
C10542,287,1,3483.23,10,4,Australia,3483.23,1,2,Inactive / Lost
C10543,5,2,10128.66,16,7,United Kingdom,5064.33,2,0,Potential Loyalists
C10544,176,2,7916.12,8,3,United Kingdom,3958.06,2,1,At-Risk Customers
C10545,64,2,5076.05,13,6,United Kingdom,2538.025,2,1,At-Risk Customers
C10546,161,2,2503.1800000000003,3,3,India,1251.5900000000001,2,2,Inactive / Lost
C10547,222,1,6005.68,4,1,Australia,6005.68,1,1,At-Risk Customers
C10548,218,1,11800.5,14,4,United Kingdom,11800.5,1,1,At-Risk Customers
C10549,3,1,16242.36,7,2,Germany,16242.36,1,0,Potential Loyalists
C10552,223,1,2260.38,3,1,India,2260.38,1,2,Inactive / Lost
C10554,136,2,17711.42,11,3,France,8855.71,2,1,At-Risk Customers
C10555,124,2,2474.5600000000004,6,4,EIRE,1237.2800000000002,2,2,Inactive / Lost
C10556,5,2,6653.21,16,5,India,3326.605,2,0,Potential Loyalists
C10557,273,1,2326.25,5,1,United Kingdom,2326.25,1,2,Inactive / Lost
C10558,234,2,10903.060000000001,11,6,Canada,5451.530000000001,2,1,At-Risk Customers
C10559,132,1,8573.49,13,5,France,8573.49,1,1,At-Risk Customers
C10560,94,2,11202.77,21,9,United Kingdom,5601.385,2,1,At-Risk Customers
C10561,241,2,11235.74,19,10,United Kingdom,5617.87,2,1,At-Risk Customers
C10562,42,2,2428.23,6,4,United Kingdom,1214.115,2,0,Potential Loyalists
C10564,298,1,1160.8,2,1,United Kingdom,1160.8,1,2,Inactive / Lost
C10566,121,3,22534.370000000003,37,8,EIRE,7511.456666666668,3,3,Champions
C10567,47,3,40718.62,44,11,United Kingdom,13572.873333333335,3,3,Champions
C10568,22,1,6042.469999999999,9,3,Australia,6042.469999999999,1,0,Potential Loyalists
C10569,216,2,7419.84,14,5,India,3709.92,2,1,At-Risk Customers
C10571,50,2,11321.96,16,4,India,5660.98,2,1,At-Risk Customers
C10572,211,1,8703.39,13,6,United Kingdom,8703.39,1,1,At-Risk Customers
C10573,258,2,7763.52,23,5,Germany,3881.76,2,1,At-Risk Customers
C10574,59,1,3535.92,10,3,Australia,3535.92,1,2,Inactive / Lost
C10575,124,1,316.79,1,1,United Kingdom,316.79,1,2,Inactive / Lost
C10577,55,3,37793.51,41,7,United Kingdom,12597.836666666668,3,3,Champions
C10578,4,1,823.9,2,1,United Kingdom,823.9,1,0,Potential Loyalists
C10579,15,3,13689.66,20,9,United Kingdom,4563.22,3,0,Potential Loyalists
C10580,62,3,16123.3,18,6,Germany,5374.433333333333,3,3,Champions
C10581,271,1,2022.72,4,2,United Kingdom,2022.72,1,2,Inactive / Lost
C10583,116,2,20364.16,22,8,EIRE,10182.08,2,1,At-Risk Customers
C10584,289,2,11195.31,20,3,United Kingdom,5597.655,2,1,At-Risk Customers
C10585,147,4,24403.31,28,11,Netherlands,6100.8275,4,3,Champions
C10586,1,2,9831.650000000001,14,5,United Kingdom,4915.825000000001,2,0,Potential Loyalists
C10587,21,4,22423.31,30,11,United Kingdom,5605.8275,4,3,Champions
C10588,122,2,26297.510000000002,21,9,India,13148.755000000001,2,1,At-Risk Customers
C10589,25,2,8256.19,16,6,United Kingdom,4128.095,2,0,Potential Loyalists
C10590,138,3,13997.28,21,8,United Kingdom,4665.76,3,3,Champions
C10591,121,1,3178.46,2,1,EIRE,3178.46,1,2,Inactive / Lost
C10592,4,2,21894.72,36,8,United Kingdom,10947.36,2,0,Potential Loyalists
C10593,283,1,951.8299999999999,3,2,United Kingdom,951.8299999999999,1,2,Inactive / Lost
C10594,52,3,17787.68,21,7,France,5929.2266666666665,3,3,Champions
C10595,270,1,3012.96,6,1,United Kingdom,3012.96,1,2,Inactive / Lost
C10597,8,5,23659.57,45,12,India,4731.914,5,3,Champions
C10599,39,1,11057.29,15,5,United Kingdom,11057.29,1,0,Potential Loyalists
C10600,37,2,11099.289999999999,9,4,Portugal,5549.6449999999995,2,0,Potential Loyalists
C10602,219,2,28947.46,35,8,Germany,14473.73,2,1,At-Risk Customers
C10603,90,5,27708.129999999997,39,9,United Kingdom,5541.625999999999,5,3,Champions
C10605,61,4,45612.03,52,12,India,11403.0075,4,3,Champions
C10606,169,2,22697.19,33,10,India,11348.595,2,1,At-Risk Customers
C10609,172,1,34404.01,26,3,United Kingdom,34404.01,1,1,At-Risk Customers
C10610,61,2,11151.619999999999,20,5,United Kingdom,5575.8099999999995,2,1,At-Risk Customers
C10611,184,1,1204.75,4,3,India,1204.75,1,2,Inactive / Lost
C10612,64,2,51759.590000000004,41,7,United Kingdom,25879.795000000002,2,3,Champions
C10613,164,2,14012.22,12,4,India,7006.11,2,1,At-Risk Customers
C10614,252,1,2624.84,2,1,United Kingdom,2624.84,1,2,Inactive / Lost
C10617,92,1,4597.21,6,2,Germany,4597.21,1,2,Inactive / Lost
C10618,134,2,9899.71,12,5,United Kingdom,4949.855,2,1,At-Risk Customers
C10619,67,4,15189.26,23,10,India,3797.315,4,3,Champions
C10620,37,3,14346.380000000001,18,6,United Kingdom,4782.126666666667,3,3,Champions
C10621,29,2,3440.1299999999997,5,2,United Kingdom,1720.0649999999998,2,0,Potential Loyalists
C10622,125,2,5035.1,3,2,United Kingdom,2517.55,2,1,At-Risk Customers
C10625,305,1,2195.46,3,1,United Kingdom,2195.46,1,2,Inactive / Lost
C10627,11,2,3921.41,9,3,United Kingdom,1960.705,2,0,Potential Loyalists
C10628,186,2,8265.47,13,4,United Kingdom,4132.735,2,1,At-Risk Customers
C10629,106,2,9044.6,20,7,United Kingdom,4522.3,2,1,At-Risk Customers
C10631,290,1,6982.46,12,4,Canada,6982.46,1,1,At-Risk Customers
C10633,113,1,1877.6799999999998,3,2,United Kingdom,1877.6799999999998,1,2,Inactive / Lost
C10634,128,4,9365.130000000001,16,7,United Kingdom,2341.2825000000003,4,3,Champions
C10635,72,1,8138.509999999999,9,4,United Kingdom,8138.509999999999,1,1,At-Risk Customers
C10636,114,2,11925.45,17,4,United Kingdom,5962.725,2,1,At-Risk Customers
C10637,15,2,11912.73,34,8,United Kingdom,5956.365,2,0,Potential Loyalists
C10638,158,1,2815.45,3,2,United Kingdom,2815.45,1,2,Inactive / Lost
C10639,132,2,11554.95,9,5,United Kingdom,5777.475,2,1,At-Risk Customers
C10641,198,2,29436.83,26,6,Canada,14718.415,2,1,At-Risk Customers
C10642,57,4,22688.54,29,8,United Kingdom,5672.135,4,3,Champions
C10643,66,2,11913.41,19,6,India,5956.705,2,1,At-Risk Customers
C10644,109,1,581.6700000000001,2,2,United Kingdom,581.6700000000001,1,2,Inactive / Lost
C10645,300,1,12384.02,14,3,Netherlands,12384.02,1,1,At-Risk Customers
C10646,156,1,8776.39,13,3,United Kingdom,8776.39,1,1,At-Risk Customers
C10647,38,3,24087.78,29,10,Netherlands,8029.259999999999,3,3,Champions
C10648,161,1,2049.04,2,1,United Kingdom,2049.04,1,2,Inactive / Lost
C10649,135,2,8806.84,11,5,United Kingdom,4403.42,2,1,At-Risk Customers
C10650,181,1,1019.5899999999999,3,2,United Kingdom,1019.5899999999999,1,2,Inactive / Lost
C10651,85,1,550.93,2,2,United Kingdom,550.93,1,2,Inactive / Lost
C10652,264,3,21540.66,36,8,United Kingdom,7180.22,3,3,Champions
C10653,177,1,3068.79,3,1,Portugal,3068.79,1,2,Inactive / Lost
C10655,307,1,4572.67,7,4,EIRE,4572.67,1,2,Inactive / Lost
C10656,4,1,13548.64,7,3,United Kingdom,13548.64,1,0,Potential Loyalists
C10657,12,4,19219.48,23,8,United Kingdom,4804.87,4,3,Champions
C10658,80,3,21806.7,35,9,India,7268.900000000001,3,3,Champions
C10659,247,1,8066.95,13,6,United Kingdom,8066.95,1,1,At-Risk Customers
C10661,135,2,9862.67,15,5,United Kingdom,4931.335,2,1,At-Risk Customers
C10662,69,4,17239.74,20,10,United Kingdom,4309.935,4,3,Champions
C10663,166,3,36501.4,34,9,Singapore,12167.133333333333,3,3,Champions
C10664,45,3,30239.0,41,13,United Kingdom,10079.666666666666,3,3,Champions
C10666,106,2,10641.08,12,3,India,5320.54,2,1,At-Risk Customers
C10668,192,2,11873.220000000001,15,6,United Kingdom,5936.610000000001,2,1,At-Risk Customers
C10669,20,2,5357.17,9,3,United Kingdom,2678.585,2,0,Potential Loyalists
C10672,304,1,19608.21,10,3,Netherlands,19608.21,1,1,At-Risk Customers
C10673,97,3,28776.49,38,10,Singapore,9592.163333333334,3,3,Champions
C10676,70,4,7697.97,17,9,India,1924.4925,4,3,Champions
C10677,41,2,4460.610000000001,13,4,Germany,2230.3050000000003,2,0,Potential Loyalists
C10679,149,2,24396.660000000003,25,7,United Kingdom,12198.330000000002,2,1,At-Risk Customers
C10683,139,2,17322.16,23,7,United Kingdom,8661.08,2,1,At-Risk Customers
C10684,76,2,116064.96000000002,52,2,United Kingdom,58032.48000000001,2,3,Champions
C10686,99,2,12571.329999999998,16,4,United Kingdom,6285.664999999999,2,1,At-Risk Customers
C10687,11,2,24633.129999999997,25,5,India,12316.564999999999,2,0,Potential Loyalists
C10688,161,2,9695.630000000001,11,4,United Kingdom,4847.8150000000005,2,1,At-Risk Customers
C10689,117,3,11400.2,18,6,United Kingdom,3800.066666666667,3,3,Champions
C10690,22,3,18387.940000000002,25,9,India,6129.313333333334,3,3,Champions
C10692,299,1,4960.32,14,2,United Kingdom,4960.32,1,2,Inactive / Lost
C10696,143,5,34978.41,47,14,India,6995.682000000001,5,3,Champions
C10697,148,1,11496.880000000001,24,3,India,11496.880000000001,1,1,At-Risk Customers
C10698,128,1,1071.48,6,2,Portugal,1071.48,1,2,Inactive / Lost
C10699,184,1,2450.29,3,3,United Kingdom,2450.29,1,2,Inactive / Lost
C10701,163,2,6678.049999999999,28,5,India,3339.0249999999996,2,1,At-Risk Customers
C10703,15,2,15175.39,18,6,EIRE,7587.695,2,0,Potential Loyalists
C10704,48,3,8348.35,9,4,United Kingdom,2782.7833333333333,3,3,Champions
C10705,48,2,26828.41,28,8,United Kingdom,13414.205,2,3,Champions
C10708,227,1,6731.86,10,4,United Kingdom,6731.86,1,1,At-Risk Customers
C10709,30,3,29757.68,38,11,United Kingdom,9919.226666666667,3,3,Champions
C10710,21,4,51428.100000000006,52,11,United Kingdom,12857.025000000001,4,3,Champions
C10711,275,2,4705.72,8,5,India,2352.86,2,1,At-Risk Customers
C10712,229,1,1390.17,1,1,India,1390.17,1,2,Inactive / Lost
C10715,128,2,4807.2699999999995,7,4,United Kingdom,2403.6349999999998,2,1,At-Risk Customers
C10716,136,1,5683.76,4,1,United Kingdom,5683.76,1,2,Inactive / Lost
C10717,44,1,2634.8,6,2,United Kingdom,2634.8,1,2,Inactive / Lost
C10720,70,3,14105.25,21,10,United Kingdom,4701.75,3,3,Champions
C10721,117,1,8297.21,5,3,United Kingdom,8297.21,1,1,At-Risk Customers
C10722,235,2,50076.1,38,11,Australia,25038.05,2,1,At-Risk Customers
C10724,181,1,9316.59,8,4,United Kingdom,9316.59,1,1,At-Risk Customers
C10725,63,7,58475.82,83,16,Australia,8353.68857142857,7,3,Champions
C10726,78,3,6869.4,15,7,Singapore,2289.7999999999997,3,3,Champions
C10727,9,2,29786.26,43,9,India,14893.13,2,0,Potential Loyalists
C10732,113,1,5970.639999999999,10,4,India,5970.639999999999,1,1,At-Risk Customers
C10733,274,1,17340.149999999998,27,7,Spain,17340.149999999998,1,1,At-Risk Customers
C10734,71,3,11988.82,24,10,United Kingdom,3996.273333333333,3,3,Champions
C10735,40,3,24111.4,44,9,India,8037.133333333334,3,3,Champions
C10736,124,3,17749.75,21,8,India,5916.583333333333,3,3,Champions
C10737,146,1,10328.740000000002,14,7,United Kingdom,10328.740000000002,1,1,At-Risk Customers
C10738,22,4,24838.989999999998,44,12,United Kingdom,6209.7474999999995,4,3,Champions
C10739,70,5,53240.09,60,15,United Kingdom,10648.018,5,3,Champions
C10740,141,1,8313.900000000001,18,2,United Kingdom,8313.900000000001,1,1,At-Risk Customers
C10741,117,1,11286.86,14,3,India,11286.86,1,1,At-Risk Customers
C10742,227,1,7221.88,14,4,EIRE,7221.88,1,1,At-Risk Customers
C10743,170,1,1363.08,4,1,United Kingdom,1363.08,1,2,Inactive / Lost
C10744,124,4,20528.29,20,6,India,5132.0725,4,3,Champions
C10745,44,1,17365.39,20,6,United Kingdom,17365.39,1,1,At-Risk Customers
C10747,34,2,5699.16,5,3,France,2849.58,2,0,Potential Loyalists
C10748,51,2,9813.66,9,3,United Kingdom,4906.83,2,1,At-Risk Customers
C10749,189,2,2888.2,4,3,United Kingdom,1444.1,2,2,Inactive / Lost
C10751,63,2,7467.97,12,6,United Kingdom,3733.985,2,1,At-Risk Customers
C10752,33,3,12936.69,20,8,Canada,4312.2300000000005,3,3,Champions
C10754,1,1,5791.58,6,2,United Kingdom,5791.58,1,0,Potential Loyalists
C10755,27,3,13405.66,15,5,Canada,4468.553333333333,3,3,Champions
C10756,167,2,1544.13,3,3,India,772.065,2,2,Inactive / Lost
C10757,64,2,15159.38,25,7,United Kingdom,7579.69,2,1,At-Risk Customers
C10758,20,2,18665.01,30,10,United Kingdom,9332.505,2,0,Potential Loyalists
C10759,158,2,1782.79,5,2,United Kingdom,891.395,2,2,Inactive / Lost
C10760,109,3,36346.97,61,11,United Kingdom,12115.656666666668,3,3,Champions
C10761,76,3,20364.72,33,9,Germany,6788.240000000001,3,3,Champions
C10762,161,1,3509.8,10,1,India,3509.8,1,2,Inactive / Lost
C10763,313,1,3308.3100000000004,6,3,Germany,3308.3100000000004,1,2,Inactive / Lost
C10764,108,2,7635.92,19,7,United Kingdom,3817.96,2,1,At-Risk Customers
C10765,25,2,4027.15,8,6,United Kingdom,2013.575,2,0,Potential Loyalists
C10766,206,1,4945.45,9,3,Spain,4945.45,1,2,Inactive / Lost
C10767,230,1,991.4,1,1,United Kingdom,991.4,1,2,Inactive / Lost
C10768,230,2,22047.12,18,5,India,11023.56,2,1,At-Risk Customers
C10769,59,2,19793.82,20,4,United Kingdom,9896.91,2,1,At-Risk Customers
C10770,127,4,26441.8,38,13,Canada,6610.45,4,3,Champions
C10771,252,1,18152.49,27,8,India,18152.49,1,1,At-Risk Customers
C10772,225,1,151.94,1,1,United Kingdom,151.94,1,2,Inactive / Lost
C10773,123,4,37697.55,42,11,United Kingdom,9424.3875,4,3,Champions
C10774,184,1,7397.5,6,2,United Kingdom,7397.5,1,1,At-Risk Customers
C10775,45,3,14303.2,31,7,United Kingdom,4767.733333333334,3,3,Champions
C10776,29,3,33181.97,45,10,United Kingdom,11060.656666666668,3,3,Champions
C10777,168,3,31554.68,25,9,Singapore,10518.226666666667,3,3,Champions
C10778,66,2,29351.39,23,7,Spain,14675.695,2,3,Champions
C10779,39,1,1168.18,2,1,United Kingdom,1168.18,1,2,Inactive / Lost
C10780,40,2,8358.33,9,4,United Kingdom,4179.165,2,0,Potential Loyalists
C10781,273,2,7072.74,7,4,EIRE,3536.37,2,1,At-Risk Customers
C10783,25,4,47664.98,33,12,Germany,11916.245,4,3,Champions
C10785,266,1,3823.0199999999995,8,4,United Kingdom,3823.0199999999995,1,2,Inactive / Lost
C10786,61,4,3681.21,10,6,EIRE,920.3025,4,3,Champions
C10787,37,1,7091.83,15,3,Canada,7091.83,1,0,Potential Loyalists
C10788,167,1,1420.62,6,2,United Kingdom,1420.62,1,2,Inactive / Lost
C10789,46,3,19457.11,22,7,United Kingdom,6485.703333333334,3,3,Champions
C10790,19,2,12404.24,18,3,United Kingdom,6202.12,2,0,Potential Loyalists
C10791,15,2,14541.599999999999,12,6,Spain,7270.799999999999,2,0,Potential Loyalists
C10792,84,6,17808.83,49,11,United Kingdom,2968.138333333334,6,3,Champions
C10793,101,3,13786.800000000001,23,6,Netherlands,4595.6,3,3,Champions
C10794,164,2,11945.6,13,5,Netherlands,5972.8,2,1,At-Risk Customers
C10795,36,2,9071.880000000001,29,6,United Kingdom,4535.9400000000005,2,0,Potential Loyalists
C10797,211,1,1971.32,3,2,United Kingdom,1971.32,1,2,Inactive / Lost
C10799,194,2,4674.95,13,4,United Kingdom,2337.475,2,1,At-Risk Customers
C10800,149,2,5814.51,7,4,EIRE,2907.255,2,1,At-Risk Customers
C10802,122,1,9229.61,9,4,United Kingdom,9229.61,1,1,At-Risk Customers
C10803,25,1,4509.68,8,4,India,4509.68,1,0,Potential Loyalists
C10804,73,5,22316.41,35,13,Singapore,4463.282,5,3,Champions
C10807,298,1,666.6,2,2,United Kingdom,666.6,1,2,Inactive / Lost
C10808,15,2,15029.73,20,6,United Kingdom,7514.865,2,0,Potential Loyalists
C10809,136,1,2158.29,5,3,United Kingdom,2158.29,1,2,Inactive / Lost
C10812,170,1,383.72,1,1,United Kingdom,383.72,1,2,Inactive / Lost
C10813,106,3,33984.47,35,13,United Kingdom,11328.156666666668,3,3,Champions
C10814,226,1,4451.67,6,3,India,4451.67,1,2,Inactive / Lost
C10815,185,1,19713.12,12,1,United Kingdom,19713.12,1,1,At-Risk Customers
C10816,40,2,5197.49,12,6,United Kingdom,2598.745,2,0,Potential Loyalists
C10818,285,1,20491.56,18,3,United Kingdom,20491.56,1,1,At-Risk Customers
C10819,197,2,9865.78,6,3,Germany,4932.89,2,1,At-Risk Customers
C10821,22,6,45211.340000000004,67,13,France,7535.223333333334,6,3,Champions
C10822,225,2,16049.630000000001,17,7,United Kingdom,8024.8150000000005,2,1,At-Risk Customers
C10823,39,5,7499.65,17,6,India,1499.9299999999998,5,3,Champions
C10824,77,1,3268.62,9,2,EIRE,3268.62,1,2,Inactive / Lost
C10825,138,3,8709.2,14,6,Canada,2903.066666666667,3,3,Champions
C10826,315,1,13172.41,13,4,United Kingdom,13172.41,1,1,At-Risk Customers
C10827,2,1,1577.38,4,2,United Kingdom,1577.38,1,0,Potential Loyalists
C10828,59,3,12613.31,13,4,United Kingdom,4204.4366666666665,3,3,Champions
C10830,21,1,5008.52,21,2,Netherlands,5008.52,1,0,Potential Loyalists
C10831,271,2,6124.18,10,4,Netherlands,3062.09,2,1,At-Risk Customers
C10832,101,1,2247.3999999999996,6,2,United Kingdom,2247.3999999999996,1,2,Inactive / Lost
C10833,9,3,10581.6,11,4,United Kingdom,3527.2000000000003,3,0,Potential Loyalists
C10834,95,2,889.74,5,2,United Kingdom,444.87,2,2,Inactive / Lost
C10835,318,1,15000.61,28,6,Germany,15000.61,1,1,At-Risk Customers
C10837,82,3,30895.86,24,10,India,10298.62,3,3,Champions
C10838,202,1,7383.76,13,7,United Kingdom,7383.76,1,1,At-Risk Customers
C10839,53,2,2609.81,13,4,United Kingdom,1304.905,2,2,Inactive / Lost
C10840,166,1,5039.34,6,1,Australia,5039.34,1,2,Inactive / Lost
C10842,122,4,24155.04,26,11,India,6038.76,4,3,Champions
C10843,251,1,606.55,1,1,India,606.55,1,2,Inactive / Lost
C10844,48,3,30327.96,52,10,EIRE,10109.32,3,3,Champions
C10845,267,2,18520.739999999998,32,5,EIRE,9260.369999999999,2,1,At-Risk Customers
C10846,9,2,33143.27,22,6,EIRE,16571.635,2,0,Potential Loyalists
C10847,163,1,3056.76,2,1,United Kingdom,3056.76,1,2,Inactive / Lost
C10850,113,3,16796.48,32,10,Germany,5598.826666666667,3,3,Champions
